Ahal_ID	PSnum	PSname	PScontinuity
g19138	2	Eukaryota	0.866666666666667
g19139	1	cellular organisms	1
g19140	10	Magnoliopsida	0.875
g19141	11	Mesangiospermae	1
g19143	6	Embryophyta	1
g19144	3	Viridiplantae	0.928571428571429
g19145	18	Brassicaceae	1
g19146	9	Spermatophyta	1
g19147	1	cellular organisms	0.75
g19148	18	Brassicaceae	1
g19149	6	Embryophyta	1
g19150	9	Spermatophyta	0.888888888888889
g19151	18	Brassicaceae	1
g19152	2	Eukaryota	1
g19153	3	Viridiplantae	0.785714285714286
g19154	2	Eukaryota	0.933333333333333
g19155	17	Brassicales	1
g19156	11	Mesangiospermae	1
g19157	6	Embryophyta	1
g19158	6	Embryophyta	1
g19159	5	Streptophytina	1
g19160	18	Brassicaceae	1
g19161	11	Mesangiospermae	0.714285714285714
g19163	3	Viridiplantae	0.928571428571429
g19164	3	Viridiplantae	1
g19165	6	Embryophyta	0.916666666666667
g19166	5	Streptophytina	1
g19167	3	Viridiplantae	0.928571428571429
g19168	18	Brassicaceae	1
g19169	11	Mesangiospermae	1
g19170	11	Mesangiospermae	1
g19171	6	Embryophyta	0.833333333333333
g19172	18	Brassicaceae	1
g19173	20	Arabidopsis	1
g19174	18	Brassicaceae	1
g19175	18	Brassicaceae	1
g19176	15	rosids	1
g19177	5	Streptophytina	0.923076923076923
g19178	8	Euphyllophyta	0.9
g19179	10	Magnoliopsida	1
g19180	18	Brassicaceae	1
g19181	8	Euphyllophyta	1
g19182	11	Mesangiospermae	0.857142857142857
g19183	6	Embryophyta	0.916666666666667
g19184	9	Spermatophyta	0.888888888888889
g19185	11	Mesangiospermae	0.857142857142857
g19186	3	Viridiplantae	1
g19187	18	Brassicaceae	1
g19188	18	Brassicaceae	1
g19190	17	Brassicales	1
g19193	18	Brassicaceae	1
g19194	18	Brassicaceae	1
g19195	17	Brassicales	1
g19196	3	Viridiplantae	0.857142857142857
g19198	2	Eukaryota	1
g19199	10	Magnoliopsida	1
g19200	6	Embryophyta	1
g19201	6	Embryophyta	1
g19203	18	Brassicaceae	0.666666666666667
g19204	17	Brassicales	1
g19205	8	Euphyllophyta	1
g19206	15	rosids	1
g19208	6	Embryophyta	0.916666666666667
g19210	2	Eukaryota	0.933333333333333
g19211	6	Embryophyta	0.916666666666667
g19212	6	Embryophyta	0.916666666666667
g19213	18	Brassicaceae	1
g19214	3	Viridiplantae	1
g19215	17	Brassicales	1
g19217	18	Brassicaceae	1
g19218	22	Arabidopsis halleri subsp. gemmifera	1
g19219	6	Embryophyta	0.916666666666667
g19220	6	Embryophyta	0.75
g19221	11	Mesangiospermae	0.857142857142857
g19222	17	Brassicales	1
g19223	6	Embryophyta	0.916666666666667
g19227	18	Brassicaceae	1
g19228	18	Brassicaceae	1
g19229	7	Tracheophyta	1
g19230	6	Embryophyta	1
g19231	2	Eukaryota	1
g19232	10	Magnoliopsida	1
g19233	3	Viridiplantae	0.857142857142857
g19234	9	Spermatophyta	0.777777777777778
g19235	6	Embryophyta	1
g19236	2	Eukaryota	1
g19237	6	Embryophyta	1
g19238	15	rosids	1
g19239	6	Embryophyta	1
g19240	17	Brassicales	1
g19241	6	Embryophyta	1
g19242	5	Streptophytina	1
g19243	15	rosids	1
g19245	8	Euphyllophyta	1
g19246	17	Brassicales	1
g19247	18	Brassicaceae	1
g19248	6	Embryophyta	1
g19249	3	Viridiplantae	0.928571428571429
g19250	10	Magnoliopsida	1
g19251	10	Magnoliopsida	0.875
g19252	10	Magnoliopsida	1
g19253	6	Embryophyta	1
g19254	6	Embryophyta	1
g19256	9	Spermatophyta	1
g19257	6	Embryophyta	1
g19258	18	Brassicaceae	1
g19259	17	Brassicales	1
g19260	10	Magnoliopsida	1
g19261	18	Brassicaceae	1
g19262	11	Mesangiospermae	1
g19263	18	Brassicaceae	1
g19264	3	Viridiplantae	0.928571428571429
g19265	6	Embryophyta	0.916666666666667
g19266	2	Eukaryota	0.933333333333333
g19268	11	Mesangiospermae	1
g19269	18	Brassicaceae	1
g19270	17	Brassicales	1
g19271	5	Streptophytina	1
g19272	5	Streptophytina	0.923076923076923
g19273	3	Viridiplantae	0.857142857142857
g19274	6	Embryophyta	0.916666666666667
g19275	6	Embryophyta	0.75
g19276	9	Spermatophyta	1
g19277	1	cellular organisms	0.9375
g19278	9	Spermatophyta	1
g19279	5	Streptophytina	1
g19280	18	Brassicaceae	1
g19281	10	Magnoliopsida	0.5
g19282	9	Spermatophyta	1
g19283	7	Tracheophyta	0.909090909090909
g19284	7	Tracheophyta	1
g19285	6	Embryophyta	1
g19286	18	Brassicaceae	1
g19287	6	Embryophyta	1
g19288	17	Brassicales	1
g19289	10	Magnoliopsida	0.875
g19290	6	Embryophyta	1
g19291	3	Viridiplantae	1
g19292	6	Embryophyta	1
g19293	2	Eukaryota	1
g19294	6	Embryophyta	1
g19295	10	Magnoliopsida	1
g19296	18	Brassicaceae	1
g19297	17	Brassicales	1
g19298	11	Mesangiospermae	0.857142857142857
g19299	5	Streptophytina	1
g19300	18	Brassicaceae	1
g19301	6	Embryophyta	0.833333333333333
g19302	17	Brassicales	1
g19304	6	Embryophyta	1
g19305	6	Embryophyta	1
g19306	18	Brassicaceae	1
g19307	18	Brassicaceae	0.666666666666667
g19308	9	Spermatophyta	0.888888888888889
g19309	18	Brassicaceae	1
g19310	6	Embryophyta	1
g19311	6	Embryophyta	1
g19312	2	Eukaryota	1
g19313	3	Viridiplantae	1
g19314	6	Embryophyta	0.833333333333333
g19315	18	Brassicaceae	1
g19317	18	Brassicaceae	1
g19319	9	Spermatophyta	1
g19320	15	rosids	1
g19321	2	Eukaryota	0.866666666666667
g19322	18	Brassicaceae	1
g19323	9	Spermatophyta	1
g19324	6	Embryophyta	0.916666666666667
g19325	6	Embryophyta	0.916666666666667
g19326	15	rosids	0.8
g19327	8	Euphyllophyta	0.9
g19328	2	Eukaryota	0.933333333333333
g19329	9	Spermatophyta	1
g19330	6	Embryophyta	0.916666666666667
g19331	9	Spermatophyta	1
g19332	15	rosids	0.8
g19333	18	Brassicaceae	1
g19334	1	cellular organisms	0.9375
g19335	6	Embryophyta	1
g19336	3	Viridiplantae	1
g19337	18	Brassicaceae	1
g19338	10	Magnoliopsida	0.875
g19339	17	Brassicales	1
g19340	18	Brassicaceae	1
g19341	6	Embryophyta	0.916666666666667
g19342	6	Embryophyta	1
g19343	10	Magnoliopsida	1
g19344	6	Embryophyta	1
g19345	5	Streptophytina	0.846153846153846
g19346	5	Streptophytina	0.923076923076923
g19347	6	Embryophyta	0.916666666666667
g19348	6	Embryophyta	1
g19349	2	Eukaryota	1
g19350	8	Euphyllophyta	0.9
g19351	15	rosids	1
g19352	17	Brassicales	1
g19353	10	Magnoliopsida	1
g19354	2	Eukaryota	1
g19355	2	Eukaryota	1
g19356	5	Streptophytina	1
g19357	9	Spermatophyta	1
g19358	6	Embryophyta	1
g19359	17	Brassicales	1
g19360	17	Brassicales	1
g19361	17	Brassicales	1
g19363	17	Brassicales	1
g19364	6	Embryophyta	0.833333333333333
g19365	1	cellular organisms	1
g19366	6	Embryophyta	0.75
g19367	22	Arabidopsis halleri subsp. gemmifera	1
g19368	7	Tracheophyta	1
g19369	18	Brassicaceae	1
g19370	2	Eukaryota	1
g19371	2	Eukaryota	1
g19372	2	Eukaryota	1
g19373	11	Mesangiospermae	0.857142857142857
g19374	6	Embryophyta	1
g19375	6	Embryophyta	1
g19376	6	Embryophyta	0.916666666666667
g19377	20	Arabidopsis	1
g19378	11	Mesangiospermae	0.714285714285714
g19379	11	Mesangiospermae	0.714285714285714
g19380	2	Eukaryota	0.866666666666667
g19381	18	Brassicaceae	1
g19382	5	Streptophytina	1
g19383	18	Brassicaceae	1
g19384	7	Tracheophyta	1
g19385	17	Brassicales	1
g19386	14	Pentapetalae	1
g19387	10	Magnoliopsida	1
g19388	5	Streptophytina	1
g19389	10	Magnoliopsida	1
g19390	9	Spermatophyta	1
g19392	17	Brassicales	1
g19393	18	Brassicaceae	1
g19395	6	Embryophyta	0.916666666666667
g19396	5	Streptophytina	0.923076923076923
g19397	20	Arabidopsis	1
g19398	11	Mesangiospermae	0.857142857142857
g19399	17	Brassicales	1
g19400	2	Eukaryota	1
g19401	20	Arabidopsis	1
g19402	18	Brassicaceae	1
g19403	20	Arabidopsis	1
g19404	20	Arabidopsis	1
g19405	18	Brassicaceae	0.666666666666667
g19407	9	Spermatophyta	1
g19408	1	cellular organisms	1
g19409	18	Brassicaceae	1
g19410	10	Magnoliopsida	1
g19412	18	Brassicaceae	1
g19413	18	Brassicaceae	1
g19414	18	Brassicaceae	1
g19415	17	Brassicales	1
g19416	11	Mesangiospermae	0.857142857142857
g19418	2	Eukaryota	1
g19420	11	Mesangiospermae	1
g19421	7	Tracheophyta	1
g19422	10	Magnoliopsida	0.875
g19423	3	Viridiplantae	0.928571428571429
g19424	17	Brassicales	1
g19425	5	Streptophytina	1
g19426	18	Brassicaceae	1
g19427	8	Euphyllophyta	1
g19428	8	Euphyllophyta	1
g19429	17	Brassicales	1
g19431	6	Embryophyta	1
g19432	14	Pentapetalae	1
g19433	17	Brassicales	1
g19434	10	Magnoliopsida	0.875
g19435	10	Magnoliopsida	1
g19438	9	Spermatophyta	1
g19439	2	Eukaryota	1
g19440	17	Brassicales	1
g19441	18	Brassicaceae	1
g19442	17	Brassicales	1
g19443	7	Tracheophyta	0.909090909090909
g19444	2	Eukaryota	1
g19445	18	Brassicaceae	1
g19446	6	Embryophyta	1
g19447	5	Streptophytina	0.923076923076923
g19448	18	Brassicaceae	1
g19449	17	Brassicales	1
g19450	6	Embryophyta	0.5
g19451	2	Eukaryota	1
g19452	2	Eukaryota	1
g19453	6	Embryophyta	1
g19454	17	Brassicales	1
g19455	17	Brassicales	1
g19456	2	Eukaryota	1
g19457	11	Mesangiospermae	0.857142857142857
g19458	18	Brassicaceae	1
g19459	10	Magnoliopsida	1
g19460	17	Brassicales	1
g19461	17	Brassicales	1
g19462	9	Spermatophyta	1
g19463	11	Mesangiospermae	1
g19464	20	Arabidopsis	1
g19465	20	Arabidopsis	1
g19466	11	Mesangiospermae	0.857142857142857
g19467	11	Mesangiospermae	0.857142857142857
g19468	22	Arabidopsis halleri subsp. gemmifera	1
g19469	5	Streptophytina	1
g19470	3	Viridiplantae	0.857142857142857
g19471	3	Viridiplantae	0.928571428571429
g19473	6	Embryophyta	1
g19474	9	Spermatophyta	1
g19475	3	Viridiplantae	0.928571428571429
g19477	18	Brassicaceae	0.666666666666667
g19478	3	Viridiplantae	0.928571428571429
g19479	6	Embryophyta	1
g19480	10	Magnoliopsida	0.75
g19481	20	Arabidopsis	1
g19482	18	Brassicaceae	1
g19483	9	Spermatophyta	1
g19484	15	rosids	1
g19485	6	Embryophyta	0.583333333333333
g19486	5	Streptophytina	1
g19487	10	Magnoliopsida	1
g19489	6	Embryophyta	0.666666666666667
g19490	18	Brassicaceae	1
g19493	18	Brassicaceae	1
g19494	6	Embryophyta	1
g19495	7	Tracheophyta	1
g19496	7	Tracheophyta	0.909090909090909
g19497	11	Mesangiospermae	0.857142857142857
g19498	5	Streptophytina	1
g19499	22	Arabidopsis halleri subsp. gemmifera	1
g19500	17	Brassicales	1
g19501	15	rosids	1
g19502	6	Embryophyta	0.916666666666667
g19503	18	Brassicaceae	1
g19504	10	Magnoliopsida	0.875
g19505	10	Magnoliopsida	0.875
g19506	17	Brassicales	1
g19507	10	Magnoliopsida	0.625
g19508	18	Brassicaceae	1
g19509	17	Brassicales	1
g19510	6	Embryophyta	1
g19512	20	Arabidopsis	1
g19513	18	Brassicaceae	1
g19514	20	Arabidopsis	1
g19515	15	rosids	1
g19516	20	Arabidopsis	1
g19517	18	Brassicaceae	1
g19518	15	rosids	0.4
g19519	7	Tracheophyta	0.818181818181818
g19520	11	Mesangiospermae	1
g19521	3	Viridiplantae	0.857142857142857
g19523	18	Brassicaceae	1
g19524	17	Brassicales	1
g19525	17	Brassicales	1
g19526	9	Spermatophyta	0.777777777777778
g19527	22	Arabidopsis halleri subsp. gemmifera	1
g19529	9	Spermatophyta	0.888888888888889
g19530	17	Brassicales	1
g19531	6	Embryophyta	0.833333333333333
g19532	18	Brassicaceae	1
g19533	7	Tracheophyta	1
g19534	22	Arabidopsis halleri subsp. gemmifera	1
g19535	22	Arabidopsis halleri subsp. gemmifera	1
g19536	9	Spermatophyta	1
g19537	15	rosids	0.8
g19538	6	Embryophyta	0.916666666666667
g19539	3	Viridiplantae	0.857142857142857
g19540	3	Viridiplantae	0.857142857142857
g19541	6	Embryophyta	0.916666666666667
g19542	18	Brassicaceae	1
g19543	18	Brassicaceae	1
g19544	2	Eukaryota	1
g19545	2	Eukaryota	1
g19546	18	Brassicaceae	1
g19547	18	Brassicaceae	1
g19548	11	Mesangiospermae	0.857142857142857
g19549	6	Embryophyta	1
g19550	3	Viridiplantae	1
g19551	11	Mesangiospermae	0.857142857142857
g19552	11	Mesangiospermae	1
g19553	6	Embryophyta	0.583333333333333
g19554	17	Brassicales	1
g19555	3	Viridiplantae	1
g19556	11	Mesangiospermae	1
g19557	18	Brassicaceae	1
g19558	5	Streptophytina	1
g19559	17	Brassicales	1
g19560	20	Arabidopsis	1
g19562	18	Brassicaceae	1
g19563	18	Brassicaceae	1
g19564	3	Viridiplantae	1
g19565	11	Mesangiospermae	0.857142857142857
g19566	17	Brassicales	1
g19568	17	Brassicales	1
g19569	14	Pentapetalae	0.666666666666667
g19570	18	Brassicaceae	1
g19572	7	Tracheophyta	0.545454545454545
g19574	18	Brassicaceae	1
g19575	6	Embryophyta	0.916666666666667
g19578	6	Embryophyta	0.916666666666667
g19579	18	Brassicaceae	1
g19582	20	Arabidopsis	1
g19584	20	Arabidopsis	1
g19585	20	Arabidopsis	1
g19587	17	Brassicales	1
g19588	9	Spermatophyta	1
g19589	6	Embryophyta	1
g19590	11	Mesangiospermae	0.857142857142857
g19591	15	rosids	0.4
g19592	3	Viridiplantae	0.928571428571429
g19595	18	Brassicaceae	1
g19596	20	Arabidopsis	1
g19597	20	Arabidopsis	1
g19598	11	Mesangiospermae	1
g19600	6	Embryophyta	0.916666666666667
g19601	5	Streptophytina	1
g19602	9	Spermatophyta	1
g19603	18	Brassicaceae	1
g19604	17	Brassicales	1
g19605	5	Streptophytina	1
g19606	3	Viridiplantae	0.928571428571429
g19608	20	Arabidopsis	1
g19609	18	Brassicaceae	1
g19610	20	Arabidopsis	1
g19611	6	Embryophyta	0.916666666666667
g19612	22	Arabidopsis halleri subsp. gemmifera	1
g19613	6	Embryophyta	1
g19615	11	Mesangiospermae	0.857142857142857
g19616	20	Arabidopsis	1
g19617	6	Embryophyta	1
g19618	22	Arabidopsis halleri subsp. gemmifera	1
g19619	18	Brassicaceae	1
g19620	20	Arabidopsis	1
g19621	20	Arabidopsis	1
g19622	22	Arabidopsis halleri subsp. gemmifera	1
g19623	22	Arabidopsis halleri subsp. gemmifera	1
g19624	22	Arabidopsis halleri subsp. gemmifera	1
g19625	20	Arabidopsis	1
g19626	10	Magnoliopsida	1
g19627	20	Arabidopsis	1
g19628	18	Brassicaceae	1
g19629	6	Embryophyta	0.75
g19630	9	Spermatophyta	1
g19631	11	Mesangiospermae	0.857142857142857
g19632	17	Brassicales	1
g19633	1	cellular organisms	0.875
g19635	20	Arabidopsis	1
g19639	22	Arabidopsis halleri subsp. gemmifera	1
g19640	22	Arabidopsis halleri subsp. gemmifera	1
g19641	20	Arabidopsis	1
g19643	22	Arabidopsis halleri subsp. gemmifera	1
g19644	5	Streptophytina	1
g19645	18	Brassicaceae	0.666666666666667
g19646	5	Streptophytina	1
g19647	20	Arabidopsis	1
g19648	20	Arabidopsis	1
g19649	20	Arabidopsis	1
g19651	20	Arabidopsis	1
g19653	22	Arabidopsis halleri subsp. gemmifera	1
g19654	17	Brassicales	1
g19655	10	Magnoliopsida	0.875
g19656	20	Arabidopsis	1
g19657	20	Arabidopsis	1
g19658	22	Arabidopsis halleri subsp. gemmifera	1
g19660	8	Euphyllophyta	1
g19661	5	Streptophytina	0.923076923076923
g19662	20	Arabidopsis	1
g19665	9	Spermatophyta	1
g19667	6	Embryophyta	1
g19668	6	Embryophyta	1
g19669	11	Mesangiospermae	0.857142857142857
g19670	6	Embryophyta	1
g19671	20	Arabidopsis	1
g19672	8	Euphyllophyta	0.8
g19673	18	Brassicaceae	1
g19674	7	Tracheophyta	0.909090909090909
g19676	6	Embryophyta	1
g19677	20	Arabidopsis	1
g19679	18	Brassicaceae	1
g19681	14	Pentapetalae	1
g19686	14	Pentapetalae	1
g19687	14	Pentapetalae	1
g19689	18	Brassicaceae	1
g19690	2	Eukaryota	1
g19691	5	Streptophytina	0.846153846153846
g19692	10	Magnoliopsida	1
g19693	18	Brassicaceae	1
g19694	20	Arabidopsis	1
g19695	22	Arabidopsis halleri subsp. gemmifera	1
g19696	20	Arabidopsis	1
g19697	22	Arabidopsis halleri subsp. gemmifera	1
g19698	22	Arabidopsis halleri subsp. gemmifera	1
g19700	18	Brassicaceae	0.666666666666667
g19702	14	Pentapetalae	0.5
g19703	18	Brassicaceae	1
g19704	18	Brassicaceae	1
g19706	3	Viridiplantae	1
g19707	5	Streptophytina	1
g19708	17	Brassicales	1
g19709	18	Brassicaceae	1
g19710	17	Brassicales	1
g19711	17	Brassicales	1
g19712	10	Magnoliopsida	1
g19713	20	Arabidopsis	1
g19714	18	Brassicaceae	1
g19716	2	Eukaryota	1
g19717	18	Brassicaceae	1
g19718	17	Brassicales	1
g19720	6	Embryophyta	1
g19721	3	Viridiplantae	1
g19722	6	Embryophyta	0.916666666666667
g19723	17	Brassicales	1
g19725	17	Brassicales	1
g19727	1	cellular organisms	0.9375
g19729	9	Spermatophyta	0.777777777777778
g19730	17	Brassicales	1
g19731	6	Embryophyta	0.833333333333333
g19732	9	Spermatophyta	1
g19733	11	Mesangiospermae	0.857142857142857
g19734	18	Brassicaceae	1
g19735	3	Viridiplantae	0.428571428571429
g19737	8	Euphyllophyta	1
g19738	10	Magnoliopsida	0.875
g19739	22	Arabidopsis halleri subsp. gemmifera	1
g19740	20	Arabidopsis	1
g19741	9	Spermatophyta	1
g19742	6	Embryophyta	0.75
g19743	6	Embryophyta	0.833333333333333
g19744	11	Mesangiospermae	0.857142857142857
g19746	15	rosids	0.8
g19747	17	Brassicales	1
g19748	8	Euphyllophyta	0.7
g19749	15	rosids	1
g19750	17	Brassicales	1
g19751	18	Brassicaceae	1
g19752	15	rosids	0.6
g19754	10	Magnoliopsida	0.875
g19755	9	Spermatophyta	1
g19756	3	Viridiplantae	1
g19757	18	Brassicaceae	1
g19759	18	Brassicaceae	1
g19760	20	Arabidopsis	1
g19763	9	Spermatophyta	1
g19764	18	Brassicaceae	1
g19765	22	Arabidopsis halleri subsp. gemmifera	1
g19766	5	Streptophytina	0.923076923076923
g19767	10	Magnoliopsida	0.875
g19768	10	Magnoliopsida	1
g19769	5	Streptophytina	0.923076923076923
g19770	10	Magnoliopsida	0.875
g19771	2	Eukaryota	0.6
g19772	9	Spermatophyta	0.888888888888889
g19773	18	Brassicaceae	1
g19774	17	Brassicales	1
g19776	20	Arabidopsis	1
g19777	9	Spermatophyta	1
g19778	17	Brassicales	1
g19779	5	Streptophytina	1
g19780	6	Embryophyta	1
g19781	9	Spermatophyta	1
g19782	2	Eukaryota	1
g19783	6	Embryophyta	1
g19784	6	Embryophyta	1
g19785	5	Streptophytina	1
g19786	18	Brassicaceae	1
g19787	2	Eukaryota	1
g19788	6	Embryophyta	0.833333333333333
g19789	1	cellular organisms	0.9375
g19791	6	Embryophyta	1
g19792	6	Embryophyta	0.916666666666667
g19793	3	Viridiplantae	1
g19794	6	Embryophyta	1
g19795	20	Arabidopsis	1
g19796	10	Magnoliopsida	1
g19797	3	Viridiplantae	0.785714285714286
g19798	18	Brassicaceae	1
g19799	10	Magnoliopsida	0.875
g19800	17	Brassicales	1
g19801	10	Magnoliopsida	1
g19802	6	Embryophyta	0.916666666666667
g19803	6	Embryophyta	1
g19804	17	Brassicales	1
g19805	7	Tracheophyta	0.909090909090909
g19806	9	Spermatophyta	1
g19807	17	Brassicales	1
g19808	18	Brassicaceae	1
g19809	22	Arabidopsis halleri subsp. gemmifera	1
g19810	6	Embryophyta	1
g19811	6	Embryophyta	1
g19812	3	Viridiplantae	0.857142857142857
g19813	9	Spermatophyta	1
g19814	15	rosids	1
g19816	5	Streptophytina	1
g19818	3	Viridiplantae	0.928571428571429
g19819	11	Mesangiospermae	0.285714285714286
g19820	20	Arabidopsis	1
g19821	5	Streptophytina	1
g19822	11	Mesangiospermae	1
g19823	15	rosids	1
g19824	10	Magnoliopsida	1
g19825	2	Eukaryota	1
g19826	5	Streptophytina	0.615384615384615
g19827	18	Brassicaceae	1
g19829	17	Brassicales	1
g19830	18	Brassicaceae	1
g19831	18	Brassicaceae	1
g19832	18	Brassicaceae	1
g19833	3	Viridiplantae	0.928571428571429
g19834	17	Brassicales	1
g19836	17	Brassicales	1
g19837	20	Arabidopsis	1
g19838	17	Brassicales	1
g19839	17	Brassicales	1
g19840	17	Brassicales	1
g19841	18	Brassicaceae	0.666666666666667
g19842	17	Brassicales	1
g19843	17	Brassicales	1
g19844	17	Brassicales	1
g19845	11	Mesangiospermae	1
g19846	17	Brassicales	1
g19848	20	Arabidopsis	1
g19849	18	Brassicaceae	1
g19851	22	Arabidopsis halleri subsp. gemmifera	1
g19852	6	Embryophyta	1
g19853	10	Magnoliopsida	1
g19856	18	Brassicaceae	0.666666666666667
g19857	17	Brassicales	1
g19859	6	Embryophyta	1
g19861	22	Arabidopsis halleri subsp. gemmifera	1
g19862	20	Arabidopsis	1
g19863	15	rosids	1
g19864	6	Embryophyta	1
g19865	6	Embryophyta	1
g19867	18	Brassicaceae	1
g19868	15	rosids	1
g19869	15	rosids	1
g19871	18	Brassicaceae	1
g19872	22	Arabidopsis halleri subsp. gemmifera	1
g19873	20	Arabidopsis	1
g19875	18	Brassicaceae	1
g19876	20	Arabidopsis	1
g19877	18	Brassicaceae	1
g19879	18	Brassicaceae	1
g19880	18	Brassicaceae	1
g19882	20	Arabidopsis	1
g19883	3	Viridiplantae	0.928571428571429
g19884	17	Brassicales	1
g19887	22	Arabidopsis halleri subsp. gemmifera	1
g19888	22	Arabidopsis halleri subsp. gemmifera	1
g19889	15	rosids	1
g19890	15	rosids	1
g19891	10	Magnoliopsida	1
g19892	11	Mesangiospermae	1
g19893	17	Brassicales	1
g19894	18	Brassicaceae	1
g19895	18	Brassicaceae	1
g19896	18	Brassicaceae	1
g19897	18	Brassicaceae	1
g19898	11	Mesangiospermae	0.857142857142857
g19899	7	Tracheophyta	1
g19901	10	Magnoliopsida	0.875
g19902	6	Embryophyta	0.916666666666667
g19903	18	Brassicaceae	1
g19904	10	Magnoliopsida	0.875
g19905	2	Eukaryota	0.933333333333333
g19906	11	Mesangiospermae	0.857142857142857
g19907	11	Mesangiospermae	0.857142857142857
g19908	6	Embryophyta	1
g19909	6	Embryophyta	0.833333333333333
g19910	18	Brassicaceae	1
g19911	9	Spermatophyta	1
g19912	3	Viridiplantae	0.928571428571429
g19913	20	Arabidopsis	1
g19914	6	Embryophyta	1
g19915	3	Viridiplantae	0.928571428571429
g19916	3	Viridiplantae	1
g19917	6	Embryophyta	0.916666666666667
g19918	17	Brassicales	1
g19919	20	Arabidopsis	1
g19920	18	Brassicaceae	1
g19921	10	Magnoliopsida	1
g19922	10	Magnoliopsida	0.875
g19923	18	Brassicaceae	1
g19924	2	Eukaryota	1
g19925	2	Eukaryota	1
g19928	9	Spermatophyta	0.777777777777778
g19929	9	Spermatophyta	0.777777777777778
g19930	2	Eukaryota	1
g19931	22	Arabidopsis halleri subsp. gemmifera	1
g19932	14	Pentapetalae	1
g19933	18	Brassicaceae	1
g19935	18	Brassicaceae	1
g19936	18	Brassicaceae	1
g19937	15	rosids	1
g19938	20	Arabidopsis	1
g19939	20	Arabidopsis	1
g19940	20	Arabidopsis	1
g19942	17	Brassicales	1
g19944	22	Arabidopsis halleri subsp. gemmifera	1
g19951	10	Magnoliopsida	1
g19952	20	Arabidopsis	1
g19953	22	Arabidopsis halleri subsp. gemmifera	1
g19954	18	Brassicaceae	1
g19955	2	Eukaryota	1
g19956	6	Embryophyta	1
g19957	5	Streptophytina	1
g19959	18	Brassicaceae	1
g19960	6	Embryophyta	1
g19962	11	Mesangiospermae	1
g19964	18	Brassicaceae	1
g19965	18	Brassicaceae	1
g19966	9	Spermatophyta	1
g19967	6	Embryophyta	0.833333333333333
g19968	18	Brassicaceae	1
g19970	18	Brassicaceae	1
g19971	18	Brassicaceae	1
g19972	18	Brassicaceae	1
g19973	15	rosids	0.8
g19974	6	Embryophyta	1
g19976	11	Mesangiospermae	0.857142857142857
g19978	18	Brassicaceae	1
g19979	20	Arabidopsis	1
g19981	20	Arabidopsis	1
g19982	22	Arabidopsis halleri subsp. gemmifera	1
g19984	18	Brassicaceae	1
g19985	10	Magnoliopsida	1
g19988	22	Arabidopsis halleri subsp. gemmifera	1
g19989	20	Arabidopsis	1
g19990	6	Embryophyta	1
g19992	17	Brassicales	1
g19993	6	Embryophyta	1
g19994	11	Mesangiospermae	1
g19995	20	Arabidopsis	1
g19997	18	Brassicaceae	1
g19999	6	Embryophyta	0.916666666666667
g20000	9	Spermatophyta	0.555555555555556
g20001	17	Brassicales	1
g20002	6	Embryophyta	1
g20003	6	Embryophyta	1
g20004	3	Viridiplantae	1
g20005	18	Brassicaceae	1
g20007	17	Brassicales	1
g20008	18	Brassicaceae	1
g20009	18	Brassicaceae	1
g20011	18	Brassicaceae	1
g20012	18	Brassicaceae	1
g20013	18	Brassicaceae	1
g20014	18	Brassicaceae	1
g20015	10	Magnoliopsida	0.875
g20016	2	Eukaryota	0.933333333333333
g20017	18	Brassicaceae	1
g20018	3	Viridiplantae	0.928571428571429
g20023	18	Brassicaceae	1
g20024	3	Viridiplantae	1
g20025	3	Viridiplantae	1
g20026	20	Arabidopsis	1
g20028	10	Magnoliopsida	1
g20030	8	Euphyllophyta	1
g20031	6	Embryophyta	0.833333333333333
g20032	6	Embryophyta	1
g20033	17	Brassicales	1
g20034	20	Arabidopsis	1
g20035	22	Arabidopsis halleri subsp. gemmifera	1
g20036	20	Arabidopsis	1
g20037	3	Viridiplantae	1
g20039	11	Mesangiospermae	1
g20040	3	Viridiplantae	0.857142857142857
g20041	10	Magnoliopsida	1
g20042	7	Tracheophyta	0.181818181818182
g20044	20	Arabidopsis	1
g20048	15	rosids	1
g20049	9	Spermatophyta	1
g20050	2	Eukaryota	1
g20051	2	Eukaryota	0.933333333333333
g20053	22	Arabidopsis halleri subsp. gemmifera	1
g20054	22	Arabidopsis halleri subsp. gemmifera	1
g20057	20	Arabidopsis	1
g20058	20	Arabidopsis	1
g20059	22	Arabidopsis halleri subsp. gemmifera	1
g20060	22	Arabidopsis halleri subsp. gemmifera	1
g20062	5	Streptophytina	0.461538461538462
g20063	17	Brassicales	1
g20064	15	rosids	1
g20065	7	Tracheophyta	0.909090909090909
g20066	7	Tracheophyta	0.909090909090909
g20067	20	Arabidopsis	1
g20068	11	Mesangiospermae	1
g20069	5	Streptophytina	0.769230769230769
g20070	18	Brassicaceae	1
g20071	20	Arabidopsis	1
g20072	18	Brassicaceae	1
g20073	9	Spermatophyta	1
g20074	18	Brassicaceae	1
g20075	17	Brassicales	1
g20076	20	Arabidopsis	1
g20077	3	Viridiplantae	1
g20079	18	Brassicaceae	1
g20080	22	Arabidopsis halleri subsp. gemmifera	1
g20081	18	Brassicaceae	1
g20082	17	Brassicales	1
g20083	6	Embryophyta	0.833333333333333
g20084	6	Embryophyta	1
g20085	18	Brassicaceae	1
g20086	20	Arabidopsis	1
g20087	6	Embryophyta	0.916666666666667
